latitude	longitude	mag
35.4648	-119.3527	2
34.4132	-119.949	2.6
34.433	-119.9268	2.6
34.4125	-119.926	4.8
37.3812	-121.7382	2
40.1898	-121.0435	2.1
41.8483	-112.3238	3.1
40.182	-121.0582	2.2
37.2832	-117.4416	2.38
32.884	-116.257	2.7
41.8505	-112.3277	2.5
40.1433	-121.0123	2
40.1493	-121.0082	2.3
39.4207	-122.9207	2.4
40.1365	-121.0185	2.3
32.5442	-115.6678	2.1
36.8492	-111.7963	2.7
38.796	-122.814	2.1
40.2983	-124.5877	2.3
40.1883	-121.0548	2
37.2732	-117.4507	2.92
40.153	-121.0122	2.2
40.211	-121.0747	2.1
40.1353	-121.0205	2.1
36.3162	-117.9297	2.4
40.16	-121.008	2.1
32.5657	-115.7028	2
40.1737	-121.0553	2.5
40.1942	-121.0802	2.6
37.803	-121.9588	2.5
37.8002	-121.9603	2.4
40.1945	-121.0845	2.3
40.201	-121.1052	2.5
40.1423	-121.0192	2
40.1473	-121.0222	2.6
38.8075	-122.8155	2.2
40.1942	-121.0515	2.4
40.4945	-124.4487	2.1
40.1547	-121.0743	2.1
35.9102	-119.9757	2.3
40.2085	-121.0872	2.2
40.1463	-121.0843	2.6
40.1967	-121.0525	2
40.4158	-124.722	2.3
40.1922	-121.0508	3
31.1273	-115.7153	3
35.1345	-119.2142	2.2
40.1745	-121.0553	2.1
32.0807	-116.7472	2.1
40.2183	-121.0977	2.5
40.1532	-121.0798	2
40.1863	-121.0522	2.1
40.2015	-121.0903	2.1
36.0633	-120.2042	3.3
40.1822	-121.0542	2.3
40.1965	-121.0398	2.5
37.3372	-113.772	2
40.1912	-121.0393	2.5
40.157	-121.0663	3.3
40.1472	-121.0823	3.2
40.1587	-121.069	2.9
38.8262	-122.8042	2
40.1983	-121.0938	2.6
40.1973	-121.0938	2.8
40.1972	-121.0952	2
40.1993	-121.0848	2.4
40.1855	-121.0435	2
35.158	-116.8385	3.3
35.1373	-120.6525	2.3
38.7893	-122.762	2.7
40.1873	-121.0713	2.2
40.1853	-121.0313	2.3
40.1922	-121.0495	3.4
40.19	-121.051	3.5
37.9293	-122.2993	2
40.202	-121.0888	2.2
40.1907	-121.0478	2.1
40.1748	-121.039	2
33.9733	-118.7018	2.3
40.1925	-121.0505	2.1
40.182	-121.0465	2.2
40.1793	-121.051	3.5
40.179	-121.051	3.5
40.1813	-121.0513	2.3
34.0538	-117.2412	2.2
41.8887	-112.4092	2.2
40.1817	-121.0503	2.9
40.182	-121.05	2.9
40.1907	-121.0807	2.3
40.1848	-121.0445	2.1
33.1007	-117.9157	2.1
40.1797	-121.0902	2.5
40.1775	-121.0355	2.5
40.1938	-121.0547	2.1
40.173	-121.0552	2.1
40.1857	-121.025	2
33.2347	-115.5607	2.4
36.7598	-121.5032	2.7
40.1888	-121.0325	2
33.6135	-118.4052	2.4
40.1833	-121.0452	2.1
40.1838	-121.0708	2
40.1867	-121.042	2.3
40.1863	-121.038	2.2
40.1938	-121.0618	2.4
40.1815	-121.009	2.1
40.2087	-121.0775	2
40.1758	-121.0723	3.3
40.1727	-121.0533	2.9
40.1878	-121.0678	2.4
40.1895	-121.0525	2.1
40.1887	-121.0457	2
40.1857	-121.058	2.3
40.1925	-121.0577	2.1
40.184	-121.0433	2.6
40.2143	-121.0907	2.5
40.1787	-121.0678	2
40.1868	-121.0482	2.2
40.1765	-121.0452	2.7
40.2078	-121.0888	2.2
37.3257	-122.0983	2.4
40.1712	-121.0647	2.2
40.1717	-121.059	2.2
40.187	-121.0513	2.1
40.187	-121.0475	2.2
40.1973	-121.0682	3.1
40.1817	-121.0595	2
40.1953	-121.0915	2.9
40.19	-121.0553	2.2
40.1792	-121.033	2.8
38.7833	-122.746	2.2
40.1893	-121.0408	2.2
40.1875	-121.0592	2.9
40.1732	-121.0553	2.6
40.1738	-121.0397	2.7
40.1847	-121.0593	2.1
40.175	-121.0515	2.2
40.1742	-121.0392	2.1
40.1822	-121.0265	2.3
40.1863	-121.0647	2.3
32.882	-116.2532	2.1
40.1738	-121.0267	2.4
40.1743	-121.0282	2.4
40.1783	-121.0482	3.9
40.1863	-121.0557	2.1
40.172	-121.0407	2.9
40.2033	-121.0438	2
40.18	-121.0647	2.5
40.1902	-121.0527	2.1
38.566	-122.3245	2.4
40.1753	-121.0515	2.8
40.175	-121.051	2.8
40.1783	-121.0483	3.8
40.1808	-121.0575	3.6
40.1937	-121.0998	2.1
40.1803	-121.0563	2.8
40.18	-121.056	2.8
40.1928	-121.0592	2.8
40.193	-121.059	2.8
40.2035	-121.0843	2.2
40.204	-121.08	2
40.1863	-121.0587	2
40.2177	-121.081	2
40.1977	-121.0673	2
40.1792	-121.0337	2.1
40.1918	-121.044	2
40.1938	-121.0995	2.1
40.1857	-121.0792	3.6
40.1812	-121.0492	2
40.1743	-121.0695	4
40.19	-121.0795	2.2
40.1763	-121.0502	2.2
40.1892	-121.0623	2
40.1807	-121.0515	2.3
40.1833	-121.0302	2.4
40.1845	-121.0332	2.1
40.1812	-121.0248	2.1
40.1623	-121.0895	2.3
40.1863	-121.0663	2
40.1827	-121.0242	2.1
40.1902	-121.0732	2
40.1783	-121.0298	3
40.1748	-121.0302	2.2
40.1872	-121.0788	2.7
40.1957	-121.0807	2.2
40.1902	-121.08	2.3
40.1827	-121.0718	4.9
40.1872	-121.0425	2.4
40.2013	-121.1072	3.7
40.1772	-121.0485	2.6
40.162	-121.08	2.5
40.1807	-121.0618	2.3
40.1817	-121.0648	2.7
40.1873	-121.0938	2.5
40.205	-121.095	2.1
40.193	-121.0752	3
40.1773	-121.0252	2.2
40.1978	-121.077	2.5
40.1812	-121.0432	2
40.2027	-121.066	2.1
40.1755	-120.9898	2.1
40.1852	-121.0537	2.4
40.2067	-121.0958	3.1
40.199	-121.0785	2.8
40.1883	-121.0583	2.1
40.1828	-121.0572	2.6
40.1848	-121.0313	2.7
40.1938	-121.0722	2
40.2098	-121.041	2
40.1953	-121.0458	2.8
40.1758	-121.065	2.7
40.1917	-121.0427	2.8
40.1777	-121.0283	2.9
40.167	-121.0373	2.9
40.163	-121.024	3
40.185	-121.0633	2
40.1772	-121.0382	2
40.1972	-121.0907	3
40.1822	-121.0598	2.3
40.178	-121.041	2.3
40.1785	-121.0405	2.8
40.1793	-121.0675	2.4
40.1732	-121.0472	2.9
40.1848	-121.0507	2
40.1877	-121.0688	2.7
40.1748	-121.047	3.4
40.1883	-121.0393	3.4
40.1713	-121.0683	3.2
40.1825	-121.041	2
38.8108	-122.7417	2
40.1778	-121.0965	2.8
40.1868	-121.0623	2.2
40.196	-121.0968	2.2
40.1947	-121.093	2.6
40.191	-121.0873	2.7
40.1967	-121.0437	2.6
40.1798	-121.046	2.7
40.1807	-121.0548	2
40.1917	-121.0598	2.3
40.1753	-121.0537	2.4
40.1825	-121.045	2.4
40.184	-121.0533	2.5
40.1873	-121.0598	2.3
40.214	-121.033	2.5
40.1842	-121.0672	2.7
40.1927	-121.0458	2
40.1912	-121.054	2
40.1727	-121.0453	2.2
40.198	-121.0493	2.1
40.1792	-121.0578	2.1
40.1785	-121.0762	2.2
40.196	-121.0947	2.2
40.1907	-121.0408	2.7
40.1933	-121.1115	3.1
40.1947	-121.0833	2.4
40.186	-121.0683	2.5
40.1893	-121.0507	2
40.1975	-121.0882	2.3
40.1692	-121.0598	2.1
40.184	-121.0558	2.1
40.1922	-121.0515	2.5
40.1625	-121.0555	3.4
40.1792	-121.0622	3.4
40.1828	-121.0482	2.3
40.2237	-121.0607	2.9
40.1963	-121.0622	3.3
40.186	-121.0632	4.2
40.1875	-121.0653	4.6
40.1918	-121.0595	5.7
34.066	-116.6105	2.2
36.7023	-116.3016	2.16
32.259	-115.3068	3.2
41.9874	-117.0513	3.3
32.3037	-115.3308	2.7
32.2817	-115.3235	3
34.6098	-117.1158	2
40.3948	-126.0055	2.7
44.5783	-112.7233	3.2
44.5703	-112.7198	2.8
38.6055	-122.6145	2
44.3928	-114.0008	2.2
44.5708	-112.725	2.2
40.3032	-111.3548	2.4
33.9343	-116.3858	2.4
38.809	-122.8247	2.1
38.8093	-122.8257	2
44.5646	-112.7315	2.3
36.3835	-120.9643	2
38.8252	-122.807	2.4
33.2552	-116.0225	2.1
41.5112	-124.9625	2.3
40.2953	-124.3978	2.7
32.4158	-115.2053	2.9
39.602	-121.574	2.2
38.8082	-122.7955	2
32.5802	-115.5437	2
37.172	-113.4105	2
40.1402	-123.8345	2.1
44.571	-112.7206	2.9
44.5728	-112.7333	2.4
44.5668	-112.7213	3
44.5665	-112.722	2.4
34.8473	-119.2448	2.2
32.3168	-115.2988	2.6
32.3408	-115.3293	2.3
41.8825	-112.6112	2
44.5683	-112.731	2.6
38.3605	-122.1808	2.1
44.57	-112.7223	3.2
44.5736	-112.7253	2.3
34.014	-116.5918	2.4
44.5721	-112.7345	2.7
44.5675	-112.726	3.3
44.2035	-115.4105	2.7
31.5882	-116.1283	3.6
38.813	-122.829	2
41.472	-127.064	4.4
41.391	-127.001	4.2
41.145	-127.423	2.9
40.414	-126.7208	2.9
41.277	-127.252	4.2
41.364	-127.352	4.3
41.323	-127.117	4.2
41.375	-127.392	4.3
41.121	-127.324	3.1
41.489	-126.974	2.9
37.186	-115.7941	2.3
36.223	-118.3248	2.1
32.1162	-116.5867	2.1
32.1202	-116.5737	2
31.8642	-114.939	3
36.3035	-120.814	2.1
39.0198	-122.5758	2.2
43.2276	-110.6863	2
33.2145	-115.5553	2.8
40.2627	-123.092	2.1
32.2032	-115.2697	2.6
43.2118	-110.6691	2.3
40.7728	-123.579	2.1
40.312	-124.4088	2.8
37.1458	-121.537	2
40.843	-125.3703	2.6
37.4747	-118.8422	2.1
32.8965	-116.263	2
40.414	-124.523	2.2
40.4232	-124.4905	3.8
40.4475	-124.5017	2.6
40.2858	-124.4603	4.3
33.2117	-115.5438	2.4
35.6275	-120.7242	2.3
33.5828	-118.3788	3.2
33.5127	-116.4505	2.2
30.055	-113.821	4.1
36.5548	-121.0875	2
38.8077	-122.79	2.4
39.974	-123.1357	2.6
40.7515	-122.3128	2.1
38.2812	-119.2747	2
37.3778	-119.038	3
33.1807	-115.6735	2.1
36.555	-121.0865	2.2
34.2498	-116.4277	2.4
37.6242	-119.0485	2
38.8172	-122.8058	2
38.7573	-122.7227	2
31.821	-115.0127	3
33.2083	-115.5458	2.7
34.0795	-117.2918	2.3
33.2062	-115.5508	2
33.2125	-115.5525	3.1
33.2047	-115.5508	2
33.2133	-115.5475	2.3
33.2032	-115.5498	3.5
36.068	-120.0122	2.6
37.4087	-118.6017	2
31.5808	-116.1068	2.8
38.8302	-122.8047	2.4
37.4892	-118.8773	2
33.182	-115.6072	2.4
34.8578	-119.2387	3.2
39.3032	-120.1395	2
42.749	-111.103	3.6
32.2487	-115.243	3
37.6035	-122.453	2.2
33.3727	-116.8405	2.9
39.5082	-121.9877	2.6
40.3043	-124.4887	2
33.6583	-118.3722	4
33.652	-118.385	4
33.9795	-116.767	3.1
37.1674	-117.3741	2
36.4757	-120.4757	2.1
39.4973	-112.029	2.3
38.8192	-122.8038	3
33.5225	-118.4768	2.1
39.8625	-123.6513	2.1
32.7827	-116.1257	2.1
37.0952	-112.1168	2.5
36.6815	-117.7463	2.6
32.209	-115.2585	2.6
34.0273	-116.983	2
36.171	-117.8542	2
41.0472	-123.3327	2.5
41.047	-123.333	2.5
38.7718	-117.9497	2.22
37.6032	-122.4552	2.3
37.1002	-112.1255	2.2
36.0692	-115.1372	2.33
36.0403	-120.1023	2.2
37.6053	-122.4625	2.2
33.5315	-116.4437	2.2
40.266	-125.4027	2.4
39.9917	-120.7948	2.5
40.3865	-125.6807	2.4
35.3295	-118.5633	2
40.3305	-124.5913	3.7
33.5308	-116.4472	2.5
33.5273	-116.4462	2.4
40.3563	-124.4127	2.1
38.8367	-122.7612	2
37.5643	-122.4255	2.3
40.4238	-124.4417	2.5
37.3723	-121.732	2
40.343	-124.6115	2.7
37.3732	-121.7242	3.5
44.5715	-112.7298	2.3
40.0512	-118.6974	2.45
32.199	-115.2885	2.1
33.9595	-118.4155	2.9
33.494	-116.46	2.4
33.4977	-116.4657	2.3
38.3558	-122.1797	2.5
39.9733	-120.7948	2.9
39.3263	-123.2735	2
41.0715	-124.128	2
33.6385	-116.7588	2.2
40.247	-124.1673	2.4
40.4233	-125.3612	3
36.2973	-119.9055	2.7
44.3897	-125.759	2.7
39.5997	-121.5653	2.6
39.6025	-121.5763	2.2
35.7258	-121.1063	2.2
40.2205	-121.3435	2.7
33.6685	-116.7135	2
39.7385	-123.5458	2.4
38.708	-118.5921	2.87
36.637	-121.2517	2.4
36.6367	-121.2527	2.2
38.8213	-122.8093	2.1
44.3706	-115.599	2.3
34.478	-119.3095	2.6
40.3627	-125.4877	2.4
44.5801	-112.73	2.2
44.5728	-112.7298	2.3
44.5758	-112.729	2.4
39.0002	-120.1765	2
44.5723	-112.7231	2.9
34.4788	-119.311	3.6
37.187	-112.8908	2
40.0237	-121.0377	2.2
33.5013	-116.451	2.5
32.8953	-116.2647	2.4
38.8078	-122.809	2
38.6558	-119.555	2.3
32.177	-115.197	3.1
44.5731	-112.7263	2.4
38.8395	-122.8302	2.6
44.5721	-112.7291	2.6
44.5723	-112.7265	2.8
44.57	-112.73	2.8
40.8247	-124.625	2.5
43.048	-126.373	3.3
36.9427	-121.541	2.3
36.7845	-121.5143	2.2
35.8942	-121.819	2.2
37.4752	-118.849	2.1
42.62	-111.955	3.5
42.608	-111.947	3.9
39.6827	-123.5543	2.5
37.6455	-119.0222	2.3
38.6657	-122.8862	2.3
38.6655	-122.8833	2.3
32.3717	-115.2045	2.4
38.6352	-119.554	2.3
35.4888	-118.394	2.2
44.284	-116.24	2.6
38.8338	-122.7598	2
35.7842	-121.2858	2.2
36.8385	-113.7197	2.3
33.9177	-117.0648	2.1
38.823	-122.8035	2.4
35.0703	-118.8965	2.4
38.8365	-122.7833	2
39.5712	-121.9752	2.2
38.81	-122.8232	2
32.6687	-116.3507	2
36.3018	-120.8745	2
35.6017	-117.472	2.1
34.3565	-116.4605	2.4
36.9658	-121.455	2.2
38.8082	-122.7937	2.1
38.8072	-122.7935	2
36.0362	-117.7543	2.2
36.2493	-120.8138	2
39.5622	-123.393	2.5
38.7318	-119.6765	2.8
36.9593	-121.447	2.6
38.7318	-119.666	2.7
34.065	-118.885	2.1
33.4005	-118.2083	2.2
35.8802	-120.43	3
33.9775	-118.7688	2.7
32.1027	-115.0923	3.4
33.9862	-118.7863	3.2
36.963	-121.452	2.2
40.2825	-124.4393	2.4
42.1038	-120.248	2.2
42.103	-120.2482	2.5
40.3188	-124.4208	2
42.1012	-120.2408	2.4
42.1013	-120.246	2.2
42.0962	-120.2672	2.2
38.236	-107.761	2.7
38.6755	-112.5877	2.1
44.6291	-114.3905	2.1
36.9648	-121.4538	2.8
42.1012	-120.2593	2.2
36.4237	-119.2198	2.1
40.2962	-124.376	2.5
35.0165	-116.96	2.1
40.2965	-124.3877	2.5
36.4598	-121.0378	2
40.2953	-124.3672	2.5
40.297	-124.3838	3.9
32.211	-115.2213	3
38.7527	-122.7115	2.2
38.7343	-119.6743	3.1
33.4383	-116.8998	2.9
34.7625	-118.9282	2.6
34.7707	-118.9308	2.7
32.8973	-116.2645	2
31.7683	-115.8778	2.8
36.1737	-117.8538	3.2
32.1942	-115.1845	3.3
31.3175	-116.013	3.1
40.2812	-124.3515	2.5
40.3883	-124.4507	2.1
33.1543	-115.6463	2.2
36.5512	-121.1415	2.3
41.7548	-124.9272	2.4
34.7945	-118.943	2.1
34.7985	-118.9423	2
36.9655	-121.4532	3
38.7843	-122.7382	2
40.9837	-123.5273	2.6
33.1555	-115.643	2.1
33.1553	-115.6457	2.4
33.1707	-115.6048	2.6
33.141	-115.6515	2.5
33.1553	-115.642	3
39.434	-111.2265	2
33.998	-117.1662	2.1
39.4432	-111.217	2.2
40.8547	-125.01	2.8
33.9575	-118.4095	2.7
38.844	-122.828	2
40.3302	-124.607	2.2
41.269	-121.5315	2
36.4965	-121.0753	2.4
39.6542	-111.5872	2
36.4664	-116.0128	2.48
39.5312	-123.04	3.1
38.812	-122.8155	2.3
44.5725	-112.7433	2.2
39.3815	-122.9005	2.1
36.7678	-121.4808	2.6
39.3802	-122.9027	2
36.294	-121.3658	2.4
32.7323	-118.1163	2.3
40.429	-125.143	3.4
40.418	-125.3685	3.1
31.8117	-116.1392	2.3
36.3143	-120.4275	2.5
40.781	-123.7912	2.5
33.9582	-118.4185	3.1
37.4962	-118.7335	2.5
40.3537	-125.3655	2.4
41.6865	-109.8398	2.3
33.4918	-116.4478	2.3
40.3005	-125.8193	2.5
32.233	-115.2747	2.7
32.7385	-115.4253	2.3
36.0252	-120.5945	2.2
32.6167	-115.753	2.2
32.6177	-115.7528	2.1
36.2348	-120.2657	2.1
40.6388	-124.8153	2.4
33.6463	-116.7402	3.1
33.646	-116.74	3.1
36.176	-117.8513	2.6
40.6175	-123.9647	2.4
32.6255	-115.7573	2.3
40.243	-119.5642	2.2
35.3422	-117.9235	2.5
33.5053	-116.4745	2.5
32.6055	-115.7453	2.1
36.703	-121.3393	2.7
37.8552	-115.3873	2.19
40.289	-126.7232	3.1
36.0505	-117.8633	2.2
32.338	-115.3322	3.2
40.294	-124.53	2.2
40.2895	-124.5532	2.9
38.83	-122.8003	2
38.8352	-122.8002	2.2
38.8315	-122.7987	2.7
38.7963	-122.7708	2.4
36.0397	-120.9327	2.5
33.0653	-116.4642	2
37.4075	-118.5683	2.7
35.857	-121.5002	2.3
38.8033	-122.7987	2.4
33.9812	-117.2025	2.1
35.7267	-121.1085	2.7
38.8195	-122.8105	2
36.0943	-118.5672	2.4
38.8248	-122.8018	2.4
34.272	-119.6817	2.4
38.8155	-122.8117	2
37.9303	-115.7686	3.04
37.5353	-118.8277	2.2
38.843	-122.8312	2.1
38.843	-122.832	2
34.6807	-116.2755	2.1
39.9917	-120.5798	2.8
41.2367	-125.9237	3
33.3405	-115.7227	2.3
32.295	-115.2053	3.5
32.3048	-115.2257	3.1
36.0767	-119.8457	2.3
33.481	-116.4413	2
36.019	-117.788	2
37.455	-121.7725	2.1
37.4602	-121.7727	3.1
38.8182	-122.8038	2.1
31.8303	-114.9858	2.5
32.2167	-115.239	2.9
45.4563	-122.8222	2.5
36.445	-121.011	2
32.5667	-115.6978	2.2
38.0684	-116.7976	2.24
38.5563	-119.6192	2.3
37.7572	-122.572	2.3
40.0012	-111.7932	2.8
36.0362	-117.8042	2
38.5567	-119.6217	2.5
40.3103	-124.3457	2.5
37.3058	-117.2561	2.18
32.2463	-115.2837	2.5
40.2907	-125.3933	2.4
41.8568	-112.3363	2.3
38.8145	-122.8165	3
38.8043	-122.801	2
38.8225	-122.8008	2.1
35.9018	-117.8168	2.1
33.0072	-116.481	2.7
38.5513	-119.6337	2
33.3377	-116.7707	2
38.555	-119.6205	3.2
32.3677	-115.4613	2.2
32.2405	-115.2698	4.1
36.1732	-117.851	2.6
36.0702	-121.0442	2
36.1785	-117.8497	2.5
36.1775	-117.8518	2.7
40.0197	-111.063	2
39.3433	-122.905	2.6
36.611	-121.219	2.7
37.3217	-114.9301	2.5
42.606	-122.4033	2
36.4977	-121.0737	2.4
38.7842	-122.744	2.1
38.7895	-122.7483	3.5
38.4702	-122.6783	2.2
45.9585	-119.7302	2.2
39.1977	-123.5772	2
35.4913	-118.3938	3.1
38.7898	-122.7368	2
38.6363	-119.7972	2.3
32.653	-115.9458	2.7
38.7878	-122.7622	2
40.3722	-124.6727	2.3
33.7987	-116.0917	2.3
39.406	-120.1768	2
36.52	-121.105	2.1
32.6523	-115.9405	2.1
38.7867	-122.762	2
37.4752	-118.3645	3.4
34.5932	-118.6255	2.7
37.8045	-119.0073	2.6
36.5748	-121.1712	2.2
35.7953	-121.3278	2
38.8077	-122.8117	2.9
33.49	-116.4598	2.7
37.3855	-114.326	3.59
31.492	-115.5005	3
35.4897	-118.3958	2.1
36.8312	-121.5728	2.9
38.8107	-122.8133	2.7
31.8787	-114.9427	2.6
33.0012	-116.3412	2.2
38.7887	-122.7777	2.1
38.8365	-122.797	2.5
36.9653	-121.4533	2.4
31.5003	-115.5867	2.6
36.0063	-118.3923	2
40.5903	-124.0607	2
41.6548	-125.006	2.4
40.3848	-124.5478	2.2
36.9852	-121.6365	2.1
33.7998	-116.089	2.4
33.804	-116.0923	2.5
33.8075	-116.0827	2.4
39.5112	-111.2098	2
37.5358	-118.8612	2
37.866	-121.7905	2.6
38.8373	-122.7753	2.1
39.5268	-122.7393	2.1
32.4537	-115.596	2.7
45.1255	-122.7132	2.2
32.201	-115.268	2.4
38.8263	-122.85	2.2
36.6185	-121.2255	2
31.8142	-115.0743	2.7
37.299	-121.6752	2
33.1783	-115.6227	2.8
33.1782	-115.6225	2.6
33.1732	-115.6207	2.1
39.8315	-120.0567	2.2
33.6502	-117.0213	2
40.2828	-127.1825	3.1
33.7985	-116.0945	2.4
36.5762	-121.1345	2.9
40.503	-124.5233	3
44.6768	-113.9926	2.1
34.3528	-116.1962	2
32.2345	-115.2795	3
37.4835	-117.9057	2
40.3017	-121.4608	2.9
37.204	-114.1062	2.2
36.625	-121.237	2
37.3854	-114.9607	3.44
34.71	-116.29	2.9
35.8842	-118.35	2.3
36.3985	-117.8503	2
37.3099	-114.7626	2.58
36.4042	-117.8413	2.9
38.836	-122.8765	2
36.5613	-121.0752	2.1
34.7123	-116.2883	2.4
38.8263	-123.6078	2.7
34.7115	-116.287	3.2
37.6247	-118.857	2
33.8023	-116.0932	3.5
34.6418	-116.6523	2
38.8297	-122.8542	2
38.8228	-123.612	2.3
33.801	-116.0917	2.6
41.2072	-123.4978	2.6
38.8163	-123.6233	2.1
36.158	-120.1727	2.4
38.8215	-122.761	2.6
33.8142	-116.1043	2
40.4385	-124.0853	2.1
36.2593	-120.4518	2.4
40.2943	-124.5008	3
38.8123	-122.8285	2.4
33.8023	-116.0918	2.9
38.7677	-122.7217	2
38.7705	-122.7212	2.2
33.802	-116.0933	2.6
33.803	-116.0902	2.3
36.8358	-111.4985	2.8
38.7933	-122.7922	2.5
36.044	-117.8593	2.2
36.0455	-117.8615	2.1
36.0442	-117.8605	2.4
35.7265	-121.1083	2
40.303	-123.0485	2.6
45.1445	-122.7265	2.2
35.7282	-121.108	2.8
33.2532	-116.021	2.2
38.7927	-122.7783	2
36.0482	-117.8613	2.6
33.535	-116.4607	2.3
36.9615	-121.4543	2.8
32.8245	-115.6073	2
38.8367	-122.8033	2
35.6547	-119.9652	2.4
38.7888	-122.7357	2
32.1365	-115.2077	2.5
33.9697	-117.2175	2.1
31.225	-115.913	4
38.7878	-122.7633	2
33.8028	-116.0933	2
32.1937	-115.2498	2.2
39.7487	-123.9737	2.2
33.805	-116.0908	2.5
33.8067	-116.0928	2.3
33.8027	-116.0915	2.1
32.2485	-115.3422	2.3
32.2507	-115.3327	2.6
34.2725	-119.4983	2.7
42.5543	-120.4268	2.2
41.7895	-112.7395	2.2
39.6047	-121.5678	2.5
38.8202	-122.8237	2.2
38.8205	-122.8225	2.4
36.89	-112.424	2.8
34.0802	-118.7688	2
39.5482	-122.0113	2.8
33.5233	-116.4455	2.2
36.963	-121.4487	2.1
31.9957	-115.0497	2.9
34.2963	-119.5007	2
38.8358	-122.8267	2
32.9042	-115.502	2.2
40.9373	-123.4305	2
36.9597	-121.449	2.7
33.178	-115.6085	2.1
40.94	-123.4335	2.3
37.9224	-116.8203	2.55
38.6505	-122.7628	2.4
31.9902	-116.258	2.4
36.8205	-120.8758	2.7
36.8235	-120.8462	2.9
32.8913	-116.2735	2.1
36.6893	-121.3215	2.2
32.926	-115.5227	2
38.7728	-122.7353	2.4
36.2993	-120.8565	2.3
40.437	-126.261	5.1
32.1318	-115.175	2.4
39.0539	-118.1716	2.89
33.4878	-116.4407	2.4
40.5963	-124.4748	2.3
35.6398	-117.42	2
36.1895	-120.7608	2.2
37.5922	-118.7972	3.4
36.0082	-117.8063	2.1
39.6857	-121.973	2.4
35.7238	-121.1177	2.5
35.9357	-117.6703	2
36.2542	-120.8213	2.9
38.5665	-118.1698	2.07
34.0963	-116.754	2.3
36.4122	-120.9918	2.2
40.4165	-126.1673	2.8
33.4938	-116.4388	2
35.7247	-121.1128	2.4
35.7247	-121.1123	3.6
34.7195	-116.2965	2.1
40.3748	-124.4178	2.5
37.3287	-114.981	2.56
38.8227	-122.8245	2
36.5927	-121.2012	2.2
33.4898	-116.4373	2
38.6725	-112.2605	2
34.9335	-118.1597	2.3
36.0137	-117.8133	2.6
38.7558	-122.7195	2.5
33.492	-116.4385	2.3
34.0942	-119.244	2.8
33.4925	-116.4385	2.7
33.4922	-116.4443	2.2
33.4923	-116.4393	2.6
33.4945	-116.443	3.7
33.4948	-116.4428	2.1
33.4953	-116.4445	3.4
40.2378	-124.1598	2
35.9355	-117.6682	2.3
37.329	-118.318	2
33.5023	-116.4695	2.2
39.3408	-115.9573	2.13
31.9943	-116.273	3.3
44.3963	-121.0108	2.1
32.9048	-115.5267	2.6
34.2458	-116.7757	2.8
37.3362	-114.9687	3.43
38.815	-122.8187	2
36.8277	-121.5622	2.3
34.0557	-116.717	2.2
40.5673	-124.3832	2.2
40.5773	-124.4422	2.9
36.9352	-121.43	2.1
34.7193	-116.2947	2
36.9368	-121.431	3
36.162	-118.0783	2.2
32.278	-115.2828	2.4
44.4903	-112.7448	2.3
40.487	-124.2015	2.2
42.6022	-122.4067	2.7
40.2927	-124.3735	2.2
38.5533	-119.6185	2.6
36.6553	-121.2752	2.5
32.3805	-115.2192	2.4
36.6545	-121.2732	2.4
36.6542	-121.2727	2.6
38.8367	-122.808	2.7
39.424	-119.8557	2.01
40.2758	-124.481	2.1
39.428	-119.8561	2.2
42.6173	-122.4047	2.7
42.618	-122.4007	2.6
36.6173	-121.2225	2
40.6138	-124.9688	4.3
35.5853	-120.8395	2.8
37.578	-119.0002	2.1
39.6233	-120.0105	2.2
42.6138	-122.4015	2.5
37.577	-118.9997	2.3
42.6085	-122.405	2.3
42.612	-122.4102	3.1
32.6375	-115.726	2.1
37.6398	-118.9247	2.1
37.642	-118.9275	3.1
42.6213	-122.4033	2.6
39.6195	-120.0097	2.26
39.6213	-120.0103	2
39.6226	-120.0075	2.16
38.8362	-122.8255	2.1
33.4858	-116.449	2.1
40.1528	-123.0988	2.1
33.8897	-118.4078	2.3
37.0152	-113.5983	2.8
37.9855	-121.8427	2.4
39.6256	-119.9952	2.14
34.2207	-117.4262	2.5
44.8675	-117.0018	2.4
36.997	-112.3717	2.3
33.9873	-118.6907	2.2
39.6261	-120.0096	2.08
39.625	-120.0128	2.6
38.8228	-122.8295	2.2
36.1928	-120.7717	2
35.7192	-117.5177	2.5
37.411	-121.7532	2.1
32.6015	-115.7183	3.4
39.624	-120.0097	2.1
38.835	-122.8303	2
40.4343	-124.6998	2.8
35.0275	-118.9812	2
34.2905	-116.7377	2.1
35.9455	-117.665	2.8
33.4985	-116.4757	2.1
33.688	-117.4863	2
34.065	-119.0228	2.4
34.015	-118.209	2.8
32.1188	-115.1585	2.4
36.1498	-118.2425	2
37.754	-122.5725	2.5
33.3448	-116.355	2.9
37.8745	-113.0378	2.7
38.7878	-122.762	2.3
41.29	-123.4545	2.5
32.753	-115.4323	2.2
38.0824	-116.0171	2.14
40.3332	-124.4123	2.2
38.146	-111.2702	2.7
34.3548	-118.6165	2
33.5033	-116.4733	2
38.786	-122.7618	2.7
41.8793	-125.8915	2
31.114	-116.6402	2.7
32.288	-115.3488	2.3
40.7742	-111.9667	2
40.5337	-122.2548	2.1
34.388	-119.7125	2
39.6257	-120.0123	2.6
34.1222	-117.4903	2
31.9847	-116.3507	2.2
34.1115	-116.7257	3
34.0102	-117.179	2.1
